Parameter Name,Value
General Information,
Sample name:,
Start of measurement:,9*26*2018 3:01:33 PM
Stop of measurement:,10*1*2018 1:51:05 PM
Duration of Measurements:,4 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5.1
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,375
Empty soil sampling ring weight [g]:,212.12
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.15
Scale [g]:,0.05
Sensor Unit Information,
Busnumber:,1
Subaddress:,1
Serial number:,1640
Sensor unit name:,MY-HYPROP---
Firmware Version:,1.4
Scale Information,
Serial number:,184226046
Scale name:,HYPROP Balance
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,9*26*2018 3:01:33 PM
Stop,9*28*2018 12:18:49 PM
,
Calculation of water contents,
Calculation of water contents,From dry soil weight [g]:
Initial water content [Vol%]:,0.420302882339015
Dry soil weight [g]:,105.25
Additional Soil Paramters,
Density [g/cm3]:,1.06
Porosity [-]:,0.60
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,traditional constrained van Genuchten-Mualem model
Notes,
General data,
- Site coordinates,
- Sampling date,
- Site description,
- Soil type,
- Land use,
Soil physical data,
"- Texture (%clay, %silt, %sand)",
- Soil texture class,
- Sampling depth,
- Organic carbon content,
Sample preparation and handling,
- Initial saturation procedure,
"- Swelling handling (suppressed, not suppressed, under load)",
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C],Gross weight [g],Net weight [g],Weight change [g]
9*30*2018 4:06:34 PM,427.5,922.16,17.24,707.99,120.87,-25.99
9*30*2018 4:16:51 PM,430.8,934.07,17.19,707.97,120.85,-26.01
9*30*2018 4:26:58 PM,433.94,945.64,17.16,707.95,120.83,-26.03
9*30*2018 4:37:14 PM,437.18,957.72,17.12,707.92,120.8,-26.06
9*30*2018 4:47:26 PM,440.23,969.86,17.09,707.9,120.78,-26.08
9*30*2018 4:57:37 PM,443.42,982.04,17.06,707.87,120.75,-26.11
9*30*2018 5:07:54 PM,446.57,993.95,17.04,707.85,120.73,-26.13
9*30*2018 5:18:02 PM,449.62,1006.34,17.02,707.82,120.7,-26.16
9*30*2018 5:28:08 PM,452.72,813.45,17,707.79,120.67,-26.19
9*30*2018 5:38:20 PM,455.85,814.34,16.98,707.76,120.64,-26.22
9*30*2018 5:48:38 PM,459.05,819.93,16.96,707.73,120.61,-26.25
9*30*2018 5:58:52 PM,462.35,801.8,16.94,707.71,120.59,-26.27
9*30*2018 6:08:53 PM,465.57,796.99,16.91,707.68,120.56,-26.3
9*30*2018 6:19:11 PM,468.91,791.66,16.87,707.65,120.53,-26.33
9*30*2018 6:29:23 PM,472.29,798.68,16.84,707.63,120.51,-26.35
9*30*2018 6:39:32 PM,475.63,805.12,16.81,707.61,120.49,-26.37
9*30*2018 6:49:34 PM,478.94,810.32,16.77,707.58,120.46,-26.4
9*30*2018 6:59:53 PM,480.77,814.48,16.75,707.57,120.45,-26.41
9*30*2018 7:10:07 PM,485.36,817.52,16.73,707.54,120.42,-26.44
9*30*2018 7:20:18 PM,488.5,818.03,16.72,707.52,120.4,-26.46
9*30*2018 7:30:31 PM,491.76,816.48,16.7,707.49,120.37,-26.49
9*30*2018 7:40:43 PM,495.03,815.09,16.68,707.46,120.34,-26.52
9*30*2018 7:50:48 PM,498.2,813.59,16.66,707.44,120.32,-26.54
9*30*2018 8:01:05 PM,502.6,812.19,16.64,707.41,120.29,-26.57
9*30*2018 8:11:21 PM,504.67,810.58,16.63,707.39,120.27,-26.59
9*30*2018 8:21:21 PM,507.97,809.47,16.61,707.37,120.25,-26.61
9*30*2018 8:31:40 PM,511.14,808.16,16.6,707.35,120.23,-26.63
9*30*2018 8:41:53 PM,514.3,806.9,16.6,707.32,120.2,-26.66
9*30*2018 8:52:04 PM,517.36,805.63,16.59,707.3,120.18,-26.68
9*30*2018 9:02:21 PM,519.93,804.18,16.59,707.27,120.15,-26.71
9*30*2018 9:12:37 PM,523.95,803.02,16.58,707.25,120.13,-26.73
9*30*2018 9:22:50 PM,527.21,801.8,16.58,707.23,120.11,-26.75
9*30*2018 9:32:59 PM,530.29,800.59,16.57,707.22,120.1,-26.76
9*30*2018 9:43:17 PM,533.57,799.47,16.57,707.19,120.07,-26.79
9*30*2018 9:53:27 PM,536.93,798.28,16.57,707.18,120.06,-26.8
9*30*2018 10:03:38 PM,541.37,796.85,16.57,707.16,120.04,-26.82
9*30*2018 10:13:55 PM,543.33,795.61,16.57,707.14,120.02,-26.84
9*30*2018 10:24:08 PM,546.73,794.57,16.58,707.11,119.99,-26.87
9*30*2018 10:34:22 PM,550.09,793.57,16.58,707.09,119.97,-26.89
9*30*2018 10:44:39 PM,553.5,792.64,16.57,707.07,119.95,-26.91
9*30*2018 10:54:56 PM,556.92,791.55,16.57,707.05,119.93,-26.93
9*30*2018 11:04:57 PM,560.32,790.41,16.56,707.03,119.91,-26.95
9*30*2018 11:15:05 PM,563.78,789.5,16.55,707,119.88,-26.98
9*30*2018 11:25:20 PM,567.26,788.66,16.54,706.98,119.86,-27
9*30*2018 11:35:32 PM,570.83,787.77,16.54,706.97,119.85,-27.01
9*30*2018 11:45:38 PM,574.12,786.97,16.54,706.94,119.82,-27.04
9*30*2018 11:55:53 PM,577.59,785.91,16.54,706.92,119.8,-27.06
10*1*2018 12:06:03 AM,581.09,784.67,16.53,706.9,119.78,-27.08
10*1*2018 12:16:19 AM,584.91,783.9,16.52,706.87,119.75,-27.11
10*1*2018 12:26:26 AM,588.51,782.95,16.51,706.86,119.74,-27.12
10*1*2018 12:36:39 AM,592.16,781.87,16.5,706.84,119.72,-27.14
10*1*2018 12:46:51 AM,595.84,780.86,16.48,706.82,119.7,-27.16
10*1*2018 12:57:04 AM,599.59,780.14,16.47,706.8,119.68,-27.18
10*1*2018 1:07:20 AM,603.39,779.2,16.45,706.78,119.66,-27.2
10*1*2018 1:17:27 AM,606.97,778.52,16.45,706.76,119.64,-27.22
10*1*2018 1:27:40 AM,610.53,777.81,16.44,706.73,119.61,-27.25
10*1*2018 1:37:54 AM,614.26,776.93,16.43,706.71,119.59,-27.27
10*1*2018 1:48:08 AM,618.12,776.08,16.42,706.69,119.57,-27.29
10*1*2018 1:58:17 AM,621.89,775.34,16.41,706.67,119.55,-27.31
10*1*2018 2:08:17 AM,625.62,774.55,16.39,706.64,119.52,-27.34
10*1*2018 2:18:32 AM,629.55,773.99,16.37,706.62,119.5,-27.36
10*1*2018 2:28:33 AM,633.21,773.34,16.36,706.6,119.48,-27.38
10*1*2018 2:38:44 AM,637.01,772.57,16.35,706.58,119.46,-27.4
10*1*2018 2:48:57 AM,640.73,771.78,16.35,706.56,119.44,-27.42
10*1*2018 2:59:08 AM,644.37,770.94,16.35,706.54,119.42,-27.44
10*1*2018 3:09:09 AM,648.06,770.03,16.34,706.52,119.4,-27.46
10*1*2018 3:19:23 AM,651.91,769.4,16.34,706.5,119.38,-27.48
10*1*2018 3:29:34 AM,655.74,768.63,16.33,706.48,119.36,-27.5
10*1*2018 3:39:50 AM,659.76,767.94,16.32,706.46,119.34,-27.52
10*1*2018 3:50:06 AM,663.61,767.23,16.31,706.44,119.32,-27.54
10*1*2018 4:00:15 AM,666.32,766.44,16.3,706.42,119.3,-27.56
10*1*2018 4:10:33 AM,671.15,765.54,16.3,706.4,119.28,-27.58
10*1*2018 4:20:52 AM,675.02,764.92,16.31,706.38,119.26,-27.6
10*1*2018 4:30:52 AM,678.81,764.34,16.3,706.36,119.24,-27.62
10*1*2018 4:41:09 AM,682.87,763.72,16.29,706.34,119.22,-27.64
10*1*2018 4:51:24 AM,686.8,762.95,16.28,706.32,119.2,-27.66
10*1*2018 5:01:42 AM,689.43,762.28,16.28,706.3,119.18,-27.68
10*1*2018 5:11:56 AM,694.85,761.49,16.27,706.28,119.16,-27.7
10*1*2018 5:22:09 AM,699.08,760.82,16.25,706.26,119.14,-27.72
10*1*2018 5:32:21 AM,703.14,760.19,16.24,706.25,119.13,-27.73
10*1*2018 5:42:36 AM,707.21,759.66,16.23,706.23,119.11,-27.75
10*1*2018 5:52:46 AM,711.12,758.97,16.23,706.21,119.09,-27.77
10*1*2018 6:02:54 AM,716.22,758.07,16.23,706.19,119.07,-27.79
10*1*2018 6:13:05 AM,719.16,757.52,16.22,706.16,119.04,-27.82
10*1*2018 6:23:18 AM,723.35,756.88,16.21,706.15,119.03,-27.83
10*1*2018 6:33:36 AM,727.59,756.34,16.19,706.13,119.01,-27.85
10*1*2018 6:43:54 AM,731.82,755.83,16.18,706.11,118.99,-27.87
10*1*2018 6:54:12 AM,736.13,755.43,16.17,706.08,118.96,-27.9
10*1*2018 7:04:28 AM,740.19,754.64,16.15,706.07,118.95,-27.91
10*1*2018 7:14:29 AM,744.48,754.04,16.15,706.05,118.93,-27.93
10*1*2018 7:24:44 AM,748.48,753.67,16.14,706.03,118.91,-27.95
10*1*2018 7:34:53 AM,752.61,753.18,16.14,706.01,118.89,-27.97
10*1*2018 7:45:11 AM,756.79,752.71,16.14,705.99,118.87,-27.99
10*1*2018 7:55:22 AM,760.75,752.16,16.14,705.97,118.85,-28.01
10*1*2018 8:05:29 AM,764.65,751.34,16.15,705.96,118.84,-28.02
10*1*2018 8:15:35 AM,768.47,750.79,16.16,705.94,118.82,-28.04
10*1*2018 8:25:50 AM,772.24,750.29,16.18,705.92,118.8,-28.06
10*1*2018 8:36:03 AM,776.06,749.99,16.2,705.9,118.78,-28.08
10*1*2018 8:46:15 AM,779.84,749.21,16.22,705.89,118.77,-28.09
10*1*2018 8:56:24 AM,783.54,748.99,16.25,705.87,118.75,-28.11
10*1*2018 9:06:24 AM,786.89,748.26,16.29,705.85,118.73,-28.13
10*1*2018 9:16:25 AM,790.32,747.63,16.33,705.84,118.72,-28.14
10*1*2018 9:26:33 AM,793.34,746.82,16.39,705.83,118.71,-28.15
10*1*2018 9:36:51 AM,795.9,745.99,16.47,705.82,118.7,-28.16
10*1*2018 9:47:06 AM,797.97,745.1,16.59,705.81,118.69,-28.17
10*1*2018 9:57:22 AM,799.83,744.33,16.72,705.79,118.67,-28.19
10*1*2018 10:07:31 AM,801.98,743.34,16.84,705.76,118.64,-28.22
10*1*2018 10:17:44 AM,804.47,742.59,16.95,705.74,118.62,-28.24
10*1*2018 10:27:44 AM,806.89,741.79,17.07,705.72,118.6,-28.26
10*1*2018 10:38:02 AM,809.64,740.8,17.19,705.7,118.58,-28.28
10*1*2018 10:48:13 AM,813.12,740.1,17.28,705.68,118.56,-28.3
10*1*2018 10:58:23 AM,817.42,739.42,17.33,705.65,118.53,-28.33
10*1*2018 11:08:40 AM,822,738.59,17.36,705.64,118.52,-28.34
10*1*2018 11:18:49 AM,826.53,737.96,17.39,705.63,118.51,-28.35
10*1*2018 11:29:02 AM,830.63,737.19,17.42,705.61,118.49,-28.37
10*1*2018 11:39:17 AM,834.31,736.57,17.48,705.59,118.47,-28.39
10*1*2018 11:49:28 AM,837.98,735.86,17.55,705.57,118.45,-28.41
10*1*2018 11:59:35 AM,840.91,734.94,17.63,705.56,118.44,-28.42
10*1*2018 12:09:45 PM,843.66,734,17.75,705.55,118.43,-28.43
10*1*2018 12:20:00 PM,845.69,732.91,17.89,705.52,118.4,-28.46
10*1*2018 12:30:05 PM,847.69,732.08,18.03,705.5,118.38,-28.48
10*1*2018 12:40:17 PM,846.14,731.2,18.18,705.48,118.36,-28.5
10*1*2018 12:50:28 PM,849.48,730.32,18.33,705.46,118.34,-28.52
10*1*2018 1:00:35 PM,852.74,729.47,18.48,705.44,118.32,-28.54
10*1*2018 1:10:40 PM,856.03,728.58,18.63,705.42,118.3,-28.56
10*1*2018 1:20:47 PM,859.41,727.72,18.75,705.4,118.28,-28.58
10*1*2018 1:30:54 PM,863.01,727,18.87,705.38,118.26,-28.6
10*1*2018 1:41:00 PM,866.95,726.24,18.97,705.35,118.23,-28.63
10*1*2018 1:51:05 PM,871.08,725.41,19.05,705.34,118.22,-28.64
10*1*2018 2:01:06 PM,875.06,724.57,19.14,705.32,118.2,-28.66
