Parameter Name,Value
General Information,
Sample name:,
Start of measurement:,9*21*2018 4:34:11 PM
Stop of measurement:,9*27*2018 2:20:26 PM
Duration of Measurements:,5 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5.1
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,388
Empty soil sampling ring weight [g]:,207
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.15
Scale [g]:,0.05
Sensor Unit Information,
Busnumber:,29
Subaddress:,3
Serial number:,2082
Sensor unit name:,MY-HYPROP---
Firmware Version:,1.4
Scale Information,
Serial number:,144226084
Scale name:,HYPROP Balance
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,9*21*2018 4:34:11 PM
Stop,9*24*2018 11:01:53 PM
,
Calculation of water contents,
Calculation of water contents,From dry soil weight [g]:
Initial water content [Vol%]:,0.477980103155579
Dry soil weight [g]:,96.21
Additional Soil Paramters,
Density [g/cm3]:,0.97
Porosity [-]:,0.63
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,traditional constrained van Genuchten-Mualem model
Notes,
General data,
- Site coordinates,
- Sampling date,
- Site description,
- Soil type,
- Land use,
Soil physical data,
"- Texture (%clay, %silt, %sand)",
- Soil texture class,
- Sampling depth,
- Organic carbon content,
Sample preparation and handling,
- Initial saturation procedure,
"- Swelling handling (suppressed, not suppressed, under load)",
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C],Gross weight [g],Net weight [g],Weight change [g]
9*26*2018 8:09:36 AM,1373.66,662.8,17.92,708.48,113.48,-30.05
9*26*2018 8:19:56 AM,1379.93,662.14,17.92,708.46,113.46,-30.07
9*26*2018 8:30:17 AM,1386.54,661.13,17.92,708.44,113.44,-30.09
9*26*2018 8:40:36 AM,1393.6,660.67,17.92,708.42,113.42,-30.11
9*26*2018 8:50:57 AM,1400.36,660.12,17.93,708.4,113.4,-30.13
9*26*2018 9:01:18 AM,1406.92,659.71,17.93,708.37,113.37,-30.16
9*26*2018 9:11:38 AM,1414.27,659.16,17.93,708.36,113.36,-30.17
9*26*2018 9:21:58 AM,1420.55,658.52,17.94,708.34,113.34,-30.19
9*26*2018 9:32:19 AM,1426.5,657.94,17.95,708.32,113.32,-30.21
9*26*2018 9:42:40 AM,1432.43,657.37,17.98,708.3,113.3,-30.23
9*26*2018 9:53:00 AM,1438.31,656.76,18.01,708.28,113.28,-30.25
9*26*2018 10:03:20 AM,1443.25,656.03,18.05,708.26,113.26,-30.27
9*26*2018 10:13:40 AM,1448.47,655.28,18.09,708.25,113.25,-30.28
9*26*2018 10:24:01 AM,1453.58,654.68,18.15,708.23,113.23,-30.3
9*26*2018 10:34:20 AM,1459.35,653.92,18.19,708.21,113.21,-30.32
9*26*2018 10:44:41 AM,1464.8,653.46,18.25,708.19,113.19,-30.34
9*26*2018 10:55:02 AM,1470.28,652.92,18.3,708.16,113.16,-30.37
9*26*2018 11:05:21 AM,1475.03,652.05,18.36,708.14,113.14,-30.39
9*26*2018 11:15:42 AM,1480.45,651.49,18.42,708.12,113.12,-30.41
9*26*2018 11:26:03 AM,1485.74,650.61,18.48,708.11,113.11,-30.42
9*26*2018 11:36:08 AM,1490.43,649.7,18.54,708.09,113.09,-30.44
9*26*2018 11:46:10 AM,1494.32,648.87,18.63,708.06,113.06,-30.47
9*26*2018 11:56:19 AM,1497.89,647.94,18.73,708.04,113.04,-30.49
9*26*2018 12:06:23 PM,1501.15,646.96,18.85,708.02,113.02,-30.51
9*26*2018 12:16:42 PM,1504.33,646.13,18.97,708,113,-30.53
9*26*2018 12:27:01 PM,1508.09,645.2,19.09,707.98,112.98,-30.55
9*26*2018 12:37:10 PM,1512.71,644.19,19.21,707.97,112.97,-30.56
9*26*2018 12:47:21 PM,1517.48,643.1,19.33,707.95,112.95,-30.58
9*26*2018 12:57:35 PM,1521.95,642.2,19.44,707.93,112.93,-30.6
9*26*2018 1:07:49 PM,1527.28,641.39,19.55,707.91,112.91,-30.62
9*26*2018 1:18:03 PM,1532.94,640.49,19.65,707.89,112.89,-30.64
9*26*2018 1:28:16 PM,1538.23,639.57,19.74,707.87,112.87,-30.66
9*26*2018 1:38:30 PM,1543.63,638.66,19.83,707.85,112.85,-30.68
9*26*2018 1:48:44 PM,1548.82,637.71,19.93,707.84,112.84,-30.69
9*26*2018 1:58:58 PM,1554.5,636.82,20.02,707.82,112.82,-30.71
9*26*2018 2:09:12 PM,1560.56,636.01,20.11,707.8,112.8,-30.73
9*26*2018 2:19:26 PM,1566.41,635.11,20.19,707.78,112.78,-30.75
9*26*2018 2:29:43 PM,1571.77,634.22,20.29,707.76,112.76,-30.77
9*26*2018 2:39:58 PM,1576.57,633.31,20.4,707.74,112.74,-30.79
9*26*2018 2:51:22 PM,1582.14,632.17,20.51,707.72,112.72,-30.81
9*26*2018 3:01:25 PM,1587.23,631.31,20.62,707.7,112.7,-30.83
9*26*2018 3:11:28 PM,1593.67,630.42,20.71,707.68,112.68,-30.85
9*26*2018 3:21:32 PM,1601.12,629.61,20.78,707.66,112.66,-30.87
9*26*2018 3:31:33 PM,1609.36,628.99,20.84,707.65,112.65,-30.88
9*26*2018 3:41:37 PM,1618.12,628.4,20.88,707.63,112.63,-30.9
9*26*2018 3:51:41 PM,1626.01,627.77,20.92,707.61,112.61,-30.92
9*26*2018 4:01:41 PM,1634.72,627.15,20.94,707.6,112.6,-30.93
9*26*2018 4:11:43 PM,1642.64,626.57,20.95,707.58,112.58,-30.95
9*26*2018 4:21:43 PM,1650.74,626.03,20.96,707.56,112.56,-30.97
9*26*2018 4:31:47 PM,1659.17,625.55,20.96,707.54,112.54,-30.99
9*26*2018 4:41:49 PM,1667.74,625.11,20.96,707.53,112.53,-31
9*26*2018 4:51:49 PM,1676.39,624.67,20.96,707.51,112.51,-31.02
9*26*2018 5:01:53 PM,1685.17,624.15,20.95,707.49,112.49,-31.04
9*26*2018 5:11:58 PM,1691.91,623.57,20.94,707.48,112.48,-31.05
9*26*2018 5:22:02 PM,1700.47,623.06,20.94,707.46,112.46,-31.07
9*26*2018 5:32:04 PM,1710.41,622.46,20.94,707.44,112.44,-31.09
9*26*2018 5:42:06 PM,1720.19,621.97,20.94,707.42,112.42,-31.11
9*26*2018 5:52:07 PM,1729.57,621.52,20.93,707.41,112.41,-31.12
9*26*2018 6:02:09 PM,1739.19,621.01,20.93,707.39,112.39,-31.14
9*26*2018 6:12:11 PM,1749.16,620.67,20.92,707.37,112.37,-31.16
9*26*2018 6:22:13 PM,1759.08,620.42,20.9,707.35,112.35,-31.18
9*26*2018 6:32:18 PM,1769.54,620.1,20.88,707.34,112.34,-31.19
9*26*2018 6:42:20 PM,1779.97,619.76,20.85,707.32,112.32,-31.21
9*26*2018 6:52:20 PM,1790.44,619.58,20.81,707.3,112.3,-31.23
9*26*2018 7:02:27 PM,1801.86,619.27,20.77,707.28,112.28,-31.25
9*26*2018 7:12:33 PM,1813.19,619.08,20.72,707.26,112.26,-31.27
9*26*2018 7:22:36 PM,1825.31,618.94,20.66,707.24,112.24,-31.29
9*26*2018 7:32:39 PM,1837.14,618.86,20.58,707.22,112.22,-31.31
9*26*2018 7:42:39 PM,1850.19,618.86,20.49,707.2,112.2,-31.33
9*26*2018 7:52:44 PM,1862.59,618.75,20.4,707.18,112.18,-31.35
9*26*2018 8:02:47 PM,1874.74,618.69,20.3,707.16,112.16,-31.37
9*26*2018 8:12:50 PM,1886.07,618.43,20.21,707.14,112.14,-31.39
9*26*2018 8:22:51 PM,1896.97,618.21,20.12,707.12,112.12,-31.41
9*26*2018 8:32:53 PM,1907.39,618.05,20.05,707.1,112.1,-31.43
9*26*2018 8:42:54 PM,1917.53,617.75,19.99,707.08,112.08,-31.45
9*26*2018 8:52:59 PM,1927.64,617.52,19.92,707.06,112.06,-31.47
9*26*2018 9:03:04 PM,1938.18,617.35,19.86,707.04,112.04,-31.49
9*26*2018 9:13:04 PM,1948.34,617.18,19.8,707.02,112.02,-31.51
9*26*2018 9:23:05 PM,1958.45,616.98,19.75,707,112,-31.53
9*26*2018 9:33:10 PM,1968.07,616.76,19.69,706.98,111.98,-31.55
9*26*2018 9:43:15 PM,1977.9,616.46,19.65,706.96,111.96,-31.57
9*26*2018 9:53:15 PM,1986.73,616.12,19.61,706.94,111.94,-31.59
9*26*2018 10:03:15 PM,1995.61,615.76,19.58,706.93,111.93,-31.6
9*26*2018 10:13:20 PM,2004.49,615.42,19.54,706.91,111.91,-31.62
9*26*2018 10:23:25 PM,2013.08,615.01,19.51,706.89,111.89,-31.64
9*26*2018 10:33:30 PM,866.09,614.68,19.48,706.87,111.87,-31.66
9*26*2018 10:43:33 PM,866.56,614.34,19.44,706.86,111.86,-31.67
9*26*2018 10:53:35 PM,866.64,613.95,19.41,706.84,111.84,-31.69
9*26*2018 11:03:35 PM,862.09,613.67,19.39,706.82,111.82,-31.71
9*26*2018 11:13:39 PM,856,613.4,19.37,706.8,111.8,-31.73
9*26*2018 11:23:39 PM,851.48,612.94,19.35,706.77,111.77,-31.76
9*26*2018 11:33:42 PM,848.14,612.42,19.33,706.76,111.76,-31.77
9*26*2018 11:43:47 PM,845.62,612,19.32,706.74,111.74,-31.79
9*26*2018 11:53:52 PM,843.3,611.3,19.3,706.74,111.74,-31.79
9*27*2018 12:03:54 AM,841.57,610.88,19.29,706.71,111.71,-31.82
9*27*2018 12:13:54 AM,840.13,610.53,19.28,706.7,111.7,-31.83
9*27*2018 12:23:56 AM,838.9,610.19,19.26,706.69,111.69,-31.84
9*27*2018 12:34:00 AM,837.67,609.67,19.25,706.66,111.66,-31.87
9*27*2018 12:44:03 AM,836.54,609.25,19.25,706.64,111.64,-31.89
9*27*2018 12:54:06 AM,835.46,608.79,19.24,706.63,111.63,-31.9
9*27*2018 1:04:06 AM,834.39,607.92,19.23,706.61,111.61,-31.92
9*27*2018 1:14:07 AM,833.45,606.41,19.21,706.59,111.59,-31.94
9*27*2018 1:24:09 AM,832.41,604.1,19.19,706.58,111.58,-31.95
9*27*2018 1:34:10 AM,831.64,601.32,19.17,706.55,111.55,-31.98
9*27*2018 1:44:11 AM,830.44,597.2,19.14,706.53,111.53,-32
9*27*2018 1:54:11 AM,829.32,592.21,19.13,706.52,111.52,-32.01
9*27*2018 2:04:12 AM,828.21,585.64,19.11,706.5,111.5,-32.03
9*27*2018 2:14:13 AM,827.05,576.62,19.09,706.49,111.49,-32.04
9*27*2018 2:24:17 AM,825.92,564.84,19.07,706.47,111.47,-32.06
9*27*2018 2:34:18 AM,824.86,550.43,19.05,706.45,111.45,-32.08
9*27*2018 2:44:18 AM,823.74,532.63,19.02,706.44,111.44,-32.09
9*27*2018 2:54:19 AM,822.86,511.2,19,706.41,111.41,-32.12
9*27*2018 3:04:20 AM,821.61,485.55,18.99,706.4,111.4,-32.13
9*27*2018 3:14:24 AM,820.55,455.13,18.97,706.38,111.38,-32.15
9*27*2018 3:24:28 AM,819.24,419.3,18.96,706.37,111.37,-32.16
9*27*2018 3:34:32 AM,818.1,379.01,18.94,706.36,111.36,-32.17
9*27*2018 3:44:36 AM,817.05,334.44,18.93,706.35,111.35,-32.18
9*27*2018 3:54:37 AM,816.05,285.76,18.92,706.33,111.33,-32.2
9*27*2018 4:04:40 AM,814.99,235.35,18.9,706.32,111.32,-32.21
9*27*2018 4:14:41 AM,814,186.45,18.89,706.3,111.3,-32.23
9*27*2018 4:24:44 AM,813.04,139.3,18.87,706.29,111.29,-32.24
9*27*2018 4:34:45 AM,812.16,100.68,18.86,706.27,111.27,-32.26
9*27*2018 4:44:49 AM,811.13,68.63,18.85,706.26,111.26,-32.27
9*27*2018 4:54:51 AM,810.24,44.27,18.84,706.24,111.24,-32.29
9*27*2018 5:04:54 AM,809.42,26.48,18.83,706.22,111.22,-32.31
9*27*2018 5:14:57 AM,808.47,14.36,18.82,706.21,111.21,-32.32
9*27*2018 5:25:01 AM,807.57,7,18.8,706.19,111.19,-32.34
9*27*2018 5:35:02 AM,806.72,3.12,18.78,706.18,111.18,-32.35
9*27*2018 5:45:05 AM,805.73,1.15,18.76,706.17,111.17,-32.36
9*27*2018 5:56:11 AM,804.75,0.28,18.74,706.15,111.15,-32.38
9*27*2018 6:06:12 AM,803.92,-0.14,18.73,706.13,111.13,-32.4
9*27*2018 6:16:13 AM,803.13,-0.28,18.72,706.12,111.12,-32.41
9*27*2018 6:26:15 AM,802.26,-0.47,18.71,706.1,111.1,-32.43
9*27*2018 6:36:18 AM,801.53,-0.55,18.69,706.09,111.09,-32.44
9*27*2018 6:46:21 AM,800.78,-0.63,18.68,706.07,111.07,-32.46
9*27*2018 6:56:23 AM,799.82,-0.74,18.66,706.06,111.06,-32.47
9*27*2018 7:06:29 AM,798.91,-0.82,18.65,706.05,111.05,-32.48
9*27*2018 7:16:33 AM,798.18,-0.84,18.63,706.03,111.03,-32.5
9*27*2018 7:26:34 AM,797.41,-0.88,18.62,706.01,111.01,-32.52
9*27*2018 7:36:34 AM,796.59,-0.86,18.61,706,111,-32.53
9*27*2018 7:46:37 AM,795.97,-0.88,18.61,705.98,110.98,-32.55
9*27*2018 7:56:38 AM,795.09,-0.97,18.6,705.97,110.97,-32.56
9*27*2018 8:06:43 AM,794.37,-0.98,18.59,705.95,110.95,-32.58
9*27*2018 8:16:45 AM,793.73,-0.99,18.59,705.93,110.93,-32.6
9*27*2018 8:26:46 AM,793.05,-0.99,18.58,705.92,110.92,-32.61
9*27*2018 8:36:46 AM,792.33,-1.02,18.58,705.9,110.9,-32.63
9*27*2018 8:46:51 AM,791.59,-1.03,18.59,705.88,110.88,-32.65
9*27*2018 8:56:56 AM,790.8,-1.06,18.61,705.87,110.87,-32.66
9*27*2018 9:06:59 AM,789.88,-1.05,18.63,705.85,110.85,-32.68
9*27*2018 9:17:03 AM,788.99,-1.04,18.66,705.84,110.84,-32.69
9*27*2018 9:30:57 AM,787.79,-1.07,18.69,705.82,110.82,-32.71
9*27*2018 9:40:57 AM,787,-1.07,18.73,705.8,110.8,-32.73
9*27*2018 9:50:58 AM,785.98,-1.06,18.77,705.79,110.79,-32.74
9*27*2018 10:01:00 AM,785.15,-1.08,18.82,705.77,110.77,-32.76
9*27*2018 10:11:04 AM,784.24,-1.07,18.86,705.76,110.76,-32.77
9*27*2018 10:21:08 AM,783.29,-1.06,18.91,705.74,110.74,-32.79
9*27*2018 10:45:22 AM,781.06,-1.08,19.05,705.7,110.7,-32.83
9*27*2018 10:55:22 AM,780.15,-1.07,19.11,705.68,110.68,-32.85
9*27*2018 11:05:26 AM,779.12,-1.08,19.18,705.66,110.66,-32.87
9*27*2018 11:17:30 AM,777.8,-1.05,19.27,705.65,110.65,-32.88
9*27*2018 11:27:31 AM,776.6,-1.09,19.36,705.63,110.63,-32.9
9*27*2018 11:37:32 AM,775.48,-1.1,19.46,705.62,110.62,-32.91
9*27*2018 11:47:32 AM,774.23,-1.1,19.58,705.6,110.6,-32.93
9*27*2018 11:57:35 AM,773.07,-1.07,19.7,705.58,110.58,-32.95
9*27*2018 12:07:40 PM,771.83,-1.09,19.82,705.57,110.57,-32.96
9*27*2018 12:17:45 PM,770.6,-1.11,19.93,705.55,110.55,-32.98
9*27*2018 12:27:50 PM,769.24,-1.1,20.06,705.54,110.54,-32.99
9*27*2018 12:37:53 PM,767.95,-1.11,20.19,705.52,110.52,-33.01
9*27*2018 12:47:57 PM,766.57,-1.12,20.32,705.51,110.51,-33.02
9*27*2018 12:58:01 PM,765.17,-1.11,20.44,705.49,110.49,-33.04
9*27*2018 1:08:01 PM,763.91,-1.09,20.55,705.48,110.48,-33.05
9*27*2018 1:18:03 PM,762.57,-1.13,20.65,705.46,110.46,-33.07
9*27*2018 1:28:05 PM,761.21,-1.13,20.76,705.45,110.45,-33.08
9*27*2018 1:38:08 PM,760.01,-1.14,20.85,705.43,110.43,-33.1
9*27*2018 1:48:14 PM,758.95,-1.14,20.93,705.42,110.42,-33.11
9*27*2018 1:58:17 PM,757.81,-1.12,20.99,705.4,110.4,-33.13
9*27*2018 2:10:23 PM,756.55,-1.13,21.05,705.39,110.39,-33.14
9*27*2018 2:20:26 PM,755.55,-1.12,21.1,705.37,110.37,-33.16
9*27*2018 2:30:29 PM,754.49,-1.15,21.17,705.35,110.35,-33.18
