Parameter Name,Value
General Information,
Sample name:,
Start of measurement:,10*18*2018 3:53:12 PM
Stop of measurement:,10*23*2018 2:08:04 PM
Duration of Measurements:,4 Days
Geometric Parameters,
Soil surface area [cm2]:,249
Soil column height [cm]:,5
Position lower tensiometer [cm]:,3.75
Position upper tensiometer [cm]:,1.25
HYPROP Parameters,
Measurement head net weight [g]:,388
Empty soil sampling ring weight [g]:,208
Air entry pressure upper tensiometer [bar]:,8.8
Air entry pressure lower tensiometer [bar]:,8.8
Density of solid substance [g/cm3]:,2.65
Statistical analysis,
Tensiometer [hPa]:,0.15
Scale [g]:,0.05
Sensor Unit Information,
Busnumber:,29
Subaddress:,3
Serial number:,2082
Sensor unit name:,MY-HYPROP---
Firmware Version:,1.4
Scale Information,
Serial number:,184226046
Scale name:,HYPROP Balance
Correction,
Volume correction [ml]:,0
Weight correction [g]:,0
Start/Stop Line,
Start,10*18*2018 3:53:12 PM
Stop,10*23*2018 2:08:04 PM
,
Calculation of water contents,
Calculation of water contents,From dry soil weight [g]:
Initial water content [Vol%]:,0.193293192300452
Dry soil weight [g]:,118
Additional Soil Paramters,
Density [g/cm3]:,0.47
Porosity [-]:,0.82
Fitting Parameters,
INTERPOL,2
Tensiometer_Mean,2
Polynomial_degree,5
wtheta,1
wk,0.001
Fitting,
Model Description,traditional constrained van Genuchten-Mualem model
Notes,
General data,
- Site coordinates,
- Sampling date,
- Site description,
- Soil type,
- Land use,
Soil physical data,
"- Texture (%clay, %silt, %sand)",
- Soil texture class,
- Sampling depth,
- Organic carbon content,
Sample preparation and handling,
- Initial saturation procedure,
"- Swelling handling (suppressed, not suppressed, under load)",
Date / Time,Tension bottom [hPa],Tension top [hPa],Temperature [°C],Gross weight [g],Net weight [g],Weight change [g]
10*22*2018 3:02:15 PM,668.67,726.89,18.86,733.85,137.85,-28.28
10*22*2018 3:12:17 PM,668,726.22,18.93,733.83,137.83,-28.3
10*22*2018 3:22:19 PM,667.52,725.68,18.99,733.8,137.8,-28.33
10*22*2018 3:32:20 PM,667.08,725.2,19.04,733.77,137.77,-28.36
10*22*2018 3:42:24 PM,666.64,724.66,19.08,733.73,137.73,-28.4
10*22*2018 3:52:27 PM,666.28,724.11,19.11,733.71,137.71,-28.42
10*22*2018 4:02:28 PM,665.88,723.54,19.14,733.68,137.68,-28.45
10*22*2018 4:12:29 PM,665.55,723.09,19.17,733.65,137.65,-28.48
10*22*2018 4:22:31 PM,665.16,722.58,19.19,733.63,137.63,-28.5
10*22*2018 4:32:32 PM,664.87,722.25,19.21,733.59,137.59,-28.54
10*22*2018 4:42:34 PM,664.57,721.92,19.22,733.56,137.56,-28.57
10*22*2018 4:52:38 PM,664.35,721.59,19.22,733.53,137.53,-28.6
10*22*2018 5:02:42 PM,664.01,721.17,19.22,733.5,137.5,-28.63
10*22*2018 5:12:44 PM,663.73,720.88,19.23,733.46,137.46,-28.67
10*22*2018 5:22:44 PM,663.49,720.64,19.22,733.43,137.43,-28.7
10*22*2018 5:32:46 PM,662.87,720.28,19.21,733.39,137.39,-28.74
10*22*2018 5:42:48 PM,662.67,719.93,19.2,733.36,137.36,-28.77
10*22*2018 5:52:52 PM,662.47,719.62,19.19,733.34,137.34,-28.79
10*22*2018 6:02:54 PM,662.28,719.25,19.18,733.31,137.31,-28.82
10*22*2018 6:12:58 PM,662.13,718.9,19.17,733.28,137.28,-28.85
10*22*2018 6:23:01 PM,662.03,718.69,19.15,733.25,137.25,-28.88
10*22*2018 6:33:05 PM,661.9,718.37,19.12,733.22,137.22,-28.91
10*22*2018 6:43:08 PM,661.88,718.17,19.07,733.18,137.18,-28.95
10*22*2018 6:53:08 PM,661.83,717.92,19.02,733.16,137.16,-28.97
10*22*2018 7:03:11 PM,661.77,717.7,18.96,733.13,137.13,-29
10*22*2018 7:13:14 PM,661.77,717.48,18.91,733.11,137.11,-29.02
10*22*2018 7:23:17 PM,661.79,717.28,18.86,733.07,137.07,-29.06
10*22*2018 7:33:22 PM,661.71,717.03,18.82,733.05,137.05,-29.08
10*22*2018 7:43:24 PM,661.61,716.79,18.78,733.02,137.02,-29.11
10*22*2018 7:53:26 PM,661.62,716.61,18.73,732.99,136.99,-29.14
10*22*2018 8:03:30 PM,661.51,716.31,18.68,732.96,136.96,-29.17
10*22*2018 8:13:32 PM,661.54,716.09,18.64,732.94,136.94,-29.19
10*22*2018 8:23:32 PM,661.44,715.77,18.59,732.91,136.91,-29.22
10*22*2018 8:33:36 PM,661.32,715.39,18.55,732.89,136.89,-29.24
10*22*2018 8:43:39 PM,661.25,715.03,18.52,732.86,136.86,-29.27
10*22*2018 8:53:39 PM,661.16,714.6,18.49,732.84,136.84,-29.29
10*22*2018 9:03:41 PM,661.1,714.22,18.45,732.81,136.81,-29.32
10*22*2018 9:13:43 PM,661.03,713.8,18.42,732.79,136.79,-29.34
10*22*2018 9:23:46 PM,660.99,713.35,18.38,732.76,136.76,-29.37
10*22*2018 9:33:50 PM,660.98,712.88,18.35,732.73,136.73,-29.4
10*22*2018 9:43:53 PM,660.99,712.43,18.32,732.71,136.71,-29.42
10*22*2018 9:53:55 PM,660.83,711.81,18.3,732.68,136.68,-29.45
10*22*2018 10:03:55 PM,660.7,711.19,18.28,732.66,136.66,-29.47
10*22*2018 10:13:55 PM,660.78,710.77,18.25,732.64,136.64,-29.49
10*22*2018 10:24:01 PM,660.71,710.17,18.22,732.61,136.61,-29.52
10*22*2018 10:34:05 PM,660.81,709.68,18.19,732.58,136.58,-29.55
10*22*2018 10:44:08 PM,660.72,709.07,18.17,732.56,136.56,-29.57
10*22*2018 10:54:13 PM,660.61,708.33,18.15,732.54,136.54,-29.59
10*22*2018 11:04:17 PM,660.54,707.7,18.13,732.52,136.52,-29.61
10*22*2018 11:14:21 PM,660.49,707.07,18.11,732.49,136.49,-29.64
10*22*2018 11:24:21 PM,660.45,706.4,18.1,732.46,136.46,-29.67
10*22*2018 11:34:23 PM,660.43,705.76,18.08,732.43,136.43,-29.7
10*22*2018 11:44:25 PM,660.33,705.03,18.06,732.41,136.41,-29.72
10*22*2018 11:54:28 PM,660.14,704.24,18.03,732.39,136.39,-29.74
10*23*2018 12:04:30 AM,660.02,703.5,18.01,732.37,136.37,-29.76
10*23*2018 12:14:30 AM,659.87,702.73,17.99,732.35,136.35,-29.78
10*23*2018 12:24:31 AM,659.79,702.02,17.98,732.33,136.33,-29.8
10*23*2018 12:34:31 AM,659.71,701.32,17.96,732.31,136.31,-29.82
10*23*2018 12:44:32 AM,659.64,700.6,17.94,732.28,136.28,-29.85
10*23*2018 12:54:33 AM,659.57,699.88,17.92,732.26,136.26,-29.87
10*23*2018 1:04:34 AM,659.53,699.21,17.9,732.24,136.24,-29.89
10*23*2018 1:14:39 AM,659.45,698.52,17.87,732.22,136.22,-29.91
10*23*2018 1:24:41 AM,659.44,697.84,17.84,732.2,136.2,-29.93
10*23*2018 1:34:44 AM,659.46,697.16,17.83,732.17,136.17,-29.96
10*23*2018 1:44:48 AM,659.4,696.46,17.81,732.14,136.14,-29.99
10*23*2018 1:54:51 AM,659.38,695.78,17.79,732.12,136.12,-30.01
10*23*2018 2:04:51 AM,659.4,695.19,17.77,732.1,136.1,-30.03
10*23*2018 2:14:53 AM,659.39,694.44,17.75,732.08,136.08,-30.05
10*23*2018 2:24:54 AM,659.22,693.64,17.73,732.06,136.06,-30.07
10*23*2018 2:34:55 AM,659.14,692.92,17.7,732.04,136.04,-30.09
10*23*2018 2:44:58 AM,659.01,692.11,17.68,732.03,136.03,-30.1
10*23*2018 2:55:02 AM,658.92,691.33,17.67,732,136,-30.13
10*23*2018 3:05:04 AM,658.92,690.62,17.66,731.97,135.97,-30.16
10*23*2018 3:15:06 AM,658.84,689.88,17.64,731.95,135.95,-30.18
10*23*2018 3:25:09 AM,658.68,689.06,17.61,731.93,135.93,-30.2
10*23*2018 3:35:10 AM,658.61,688.25,17.58,731.91,135.91,-30.22
10*23*2018 3:45:15 AM,658.49,687.45,17.55,731.89,135.89,-30.24
10*23*2018 3:55:19 AM,658.42,686.72,17.53,731.88,135.88,-30.25
10*23*2018 4:05:20 AM,658.29,685.86,17.52,731.87,135.87,-30.26
10*23*2018 4:15:22 AM,658.17,685.04,17.51,731.84,135.84,-30.29
10*23*2018 4:25:22 AM,657.95,684.15,17.5,731.82,135.82,-30.31
10*23*2018 4:35:22 AM,657.89,683.36,17.48,731.8,135.8,-30.33
10*23*2018 4:45:28 AM,657.8,682.55,17.45,731.78,135.78,-30.35
10*23*2018 4:55:33 AM,657.72,681.74,17.43,731.76,135.76,-30.37
10*23*2018 5:05:35 AM,657.67,680.97,17.4,731.75,135.75,-30.38
10*23*2018 5:15:36 AM,657.51,680.11,17.38,731.73,135.73,-30.4
10*23*2018 5:25:40 AM,657.43,679.29,17.36,731.72,135.72,-30.41
10*23*2018 5:35:42 AM,657.27,678.41,17.35,731.69,135.69,-30.44
10*23*2018 5:45:48 AM,657.18,677.54,17.33,731.67,135.67,-30.46
10*23*2018 5:55:49 AM,657.2,676.82,17.31,731.66,135.66,-30.47
10*23*2018 6:05:52 AM,657.21,676.05,17.28,731.64,135.64,-30.49
10*23*2018 6:15:55 AM,657.02,674.39,17.26,731.62,135.62,-30.51
10*23*2018 6:25:58 AM,656.93,671.8,17.24,731.6,135.6,-30.53
10*23*2018 6:35:59 AM,656.83,669.17,17.21,731.59,135.59,-30.54
10*23*2018 6:46:03 AM,656.88,666.65,17.2,731.57,135.57,-30.56
10*23*2018 6:56:04 AM,656.72,663.95,17.19,731.55,135.55,-30.58
10*23*2018 7:06:08 AM,656.61,661.19,17.17,731.53,135.53,-30.6
10*23*2018 7:16:10 AM,656.44,658.33,17.15,731.51,135.51,-30.62
10*23*2018 7:26:12 AM,656.39,655.5,17.12,731.5,135.5,-30.63
10*23*2018 7:36:18 AM,656.43,652.71,17.1,731.48,135.48,-30.65
10*23*2018 7:46:21 AM,656.39,649.65,17.07,731.46,135.46,-30.67
10*23*2018 7:56:21 AM,656.38,644.93,17.06,731.44,135.44,-30.69
10*23*2018 8:06:23 AM,656.24,637.66,17.06,731.43,135.43,-30.7
10*23*2018 8:16:26 AM,656.1,627.39,17.06,731.42,135.42,-30.71
10*23*2018 8:26:31 AM,656.15,614.98,17.07,731.4,135.4,-30.73
10*23*2018 8:36:35 AM,655.94,597.77,17.08,731.39,135.39,-30.74
10*23*2018 8:46:37 AM,655.77,571.55,17.11,731.37,135.37,-30.76
10*23*2018 8:56:39 AM,655.59,536.12,17.13,731.36,135.36,-30.77
10*23*2018 9:06:45 AM,655.48,491.83,17.15,731.35,135.35,-30.78
10*23*2018 9:16:46 AM,655.22,435.09,17.2,731.33,135.33,-30.8
10*23*2018 9:26:49 AM,654.9,367.06,17.26,731.32,135.32,-30.81
10*23*2018 9:36:51 AM,654.64,292.63,17.34,731.3,135.3,-30.83
10*23*2018 9:46:54 AM,654.23,216.41,17.42,731.28,135.28,-30.85
10*23*2018 9:56:59 AM,653.9,147.25,17.5,731.27,135.27,-30.86
10*23*2018 10:07:02 AM,653.48,90.14,17.57,731.26,135.26,-30.87
10*23*2018 10:17:05 AM,653.17,50.26,17.65,731.24,135.24,-30.89
10*23*2018 10:27:08 AM,652.78,24.69,17.74,731.23,135.23,-30.9
10*23*2018 10:37:11 AM,652.4,10.98,17.83,731.21,135.21,-30.92
10*23*2018 10:47:14 AM,652.1,4.58,17.92,731.2,135.2,-30.93
10*23*2018 10:57:16 AM,651.75,1.72,18.02,731.18,135.18,-30.95
10*23*2018 11:07:17 AM,651.34,0.54,18.13,731.15,135.15,-30.98
10*23*2018 11:17:18 AM,650.88,0.08,18.22,731.14,135.14,-30.99
10*23*2018 11:27:19 AM,650.49,-0.13,18.32,731.12,135.12,-31.01
10*23*2018 11:37:21 AM,650.1,-0.18,18.4,731.1,135.1,-31.03
10*23*2018 11:47:25 AM,649.81,-0.25,18.48,731.08,135.08,-31.05
10*23*2018 11:57:27 AM,649.43,-0.38,18.56,731.07,135.07,-31.06
10*23*2018 12:07:29 PM,649.08,-0.43,18.65,731.05,135.05,-31.08
10*23*2018 12:17:32 PM,648.59,-0.54,18.74,731.03,135.03,-31.1
10*23*2018 12:27:33 PM,648.14,-0.57,18.83,731.02,135.02,-31.11
10*23*2018 12:37:34 PM,647.81,-0.54,18.91,731,135,-31.13
10*23*2018 12:47:36 PM,647.34,-0.6,18.99,730.98,134.98,-31.15
10*23*2018 12:57:40 PM,646.94,-0.6,19.08,730.97,134.97,-31.16
10*23*2018 1:07:45 PM,646.49,-0.65,19.17,730.96,134.96,-31.17
10*23*2018 1:17:49 PM,646.11,-0.62,19.25,730.93,134.93,-31.2
10*23*2018 1:27:52 PM,645.82,-0.65,19.3,730.92,134.92,-31.21
10*23*2018 1:37:54 PM,645.46,-0.7,19.36,730.9,134.9,-31.23
10*23*2018 1:48:00 PM,645.02,-0.76,19.43,730.88,134.88,-31.25
10*23*2018 1:58:03 PM,644.49,-0.82,19.54,730.88,134.88,-31.25
10*23*2018 2:08:04 PM,643.93,-0.8,19.68,730.86,134.86,-31.27
10*23*2018 2:18:07 PM,643.21,-0.85,19.85,730.83,134.83,-31.3
Date / Time,Tension bottom [hPa],Tension top [hPa],Net weight [g]
10*18*2018 3:53:12 PM,-1.42079997062683,3.20169997215271,166.130004882812
10*18*2018 3:53:55 PM,-1.48838035734551,3.26661379524064,166.114164221231
10*18*2018 3:56:06 PM,-1.3469085362932,3.58124437708453,166.050483824012
10*18*2018 3:59:43 PM,-1.09425284866073,3.92330283216935,165.986553516918
10*18*2018 4:04:47 PM,-0.883883040893556,4.26854426352908,165.92721907385
10*18*2018 4:11:18 PM,-0.630161519224215,4.61995750042775,165.866094824253
10*18*2018 4:19:16 PM,-0.403952756381234,4.94824783526354,165.792880259896
10*18*2018 4:28:40 PM,-0.172338722722867,5.24716153418686,165.708092743717
10*18*2018 4:39:32 PM,0.174241500695454,5.67422299658804,165.631429015495
10*18*2018 4:51:50 PM,0.413651388692789,6.01611182027012,165.550848862789
10*18*2018 5:05:35 PM,0.712241940386891,6.39591981645264,165.471292760356
10*18*2018 5:20:47 PM,0.976161660019681,6.72783166505359,165.389475019946
10*18*2018 5:37:26 PM,1.38628036027837,7.14860727007847,165.280557894993
10*18*2018 5:55:32 PM,1.46757963830447,7.27400155244549,165.168947087207
10*18*2018 6:15:05 PM,3.17843068061783,8.99946661093178,165.043187068969
10*18*2018 6:36:04 PM,5.87831007850644,11.7048732692518,164.906968075481
10*18*2018 6:58:31 PM,7.39009140305655,13.2520134741665,164.755498988432
10*18*2018 7:22:24 PM,6.86796442898381,12.6985049171325,164.624758791387
10*18*2018 7:47:44 PM,10.4432042996079,16.3623401889479,164.463736241693
10*18*2018 8:14:31 PM,12.9756854409222,18.8844710966991,164.309309557641
10*18*2018 8:42:45 PM,15.2487014373104,21.1417002677917,164.161153313182
10*18*2018 9:12:26 PM,14.806549932404,20.6716102639748,163.995974657953
10*18*2018 9:43:34 PM,13.5679143649015,19.482483174264,163.811536987811
10*18*2018 10:16:08 PM,19.2953852828236,25.1914116602401,163.635181264001
10*18*2018 10:50:10 PM,21.8663650554807,27.7495797548275,163.451239812611
10*18*2018 11:25:38 PM,22.4136762453975,28.2767267744004,163.263513017961
10*19*2018 12:02:33 AM,22.3675350613717,28.2288452805552,163.055289789759
10*19*2018 12:40:55 AM,27.1735942469282,32.9627615529815,162.870613512664
10*19*2018 1:20:44 AM,29.9387052273496,35.7176512908265,162.658157113412
10*19*2018 2:02:00 AM,32.5561864578054,38.2793573938632,162.446031012515
10*19*2018 2:44:42 AM,29.9423814572534,35.6327609366414,162.228526548404
10*19*2018 3:28:52 AM,36.0975623939782,41.7529371440024,162.011425946767
10*19*2018 4:14:28 AM,39.0259217803422,44.594649115781,161.79238345329
10*19*2018 5:01:31 AM,41.2009225968932,46.7621581595226,161.562214013874
10*19*2018 5:50:01 AM,43.808418397966,49.3232935845934,161.311214958058
10*19*2018 6:39:58 AM,46.6126787887555,52.1146063071664,161.038878621465
10*19*2018 7:31:22 AM,49.5705546599065,54.9426078663833,160.769043353505
10*19*2018 8:24:12 AM,52.8834737730167,58.2248133548893,160.500537998438
10*19*2018 9:18:30 AM,55.7584250634016,61.0364175642668,160.21721224679
10*19*2018 10:14:14 AM,58.6093462009137,63.8822022287686,159.96323634912
10*19*2018 11:11:26 AM,61.1055561897669,66.332008490475,159.699180253222
10*19*2018 12:10:04 PM,65.1091436468496,70.3240901736664,159.417952984146
10*19*2018 1:10:09 PM,68.6792624397673,73.8823137441173,159.060953726921
10*19*2018 2:11:40 PM,72.3019029875842,77.469777539766,158.70975032127
10*19*2018 3:14:39 PM,75.4306200801793,80.5212325321704,158.392928424767
10*19*2018 4:19:05 PM,78.6764563062006,83.721240341269,158.090674943974
10*19*2018 5:24:57 PM,82.6822295597924,87.7424361905901,157.777998168467
10*19*2018 6:32:17 PM,86.0697974213561,91.0507921441174,157.500484619815
10*19*2018 7:41:03 PM,91.6555757604818,96.6661688836579,157.163660863151
10*19*2018 8:51:16 PM,97.1920505272318,102.193615757779,156.827647265229
10*19*2018 10:02:56 PM,103.328109434408,108.421982500601,156.465083762805
10*19*2018 11:16:02 PM,109.928320518917,115.050733935899,156.080656029927
10*20*2018 12:30:36 AM,117.002009026609,122.189662419966,155.702736449396
10*20*2018 1:46:37 AM,124.013280086103,129.37478149147,155.330834617348
10*20*2018 3:04:04 AM,131.765397593799,137.21326955782,154.962449563885
10*20*2018 4:22:58 AM,140.357775979335,146.079412464059,154.589347368159
10*20*2018 5:43:19 AM,150.515322767074,156.392733941192,154.157960855255
10*20*2018 7:05:07 AM,162.148415378929,168.419736325602,153.730537353292
10*20*2018 8:28:22 AM,174.804717293031,181.536341814574,153.281250172048
10*20*2018 9:53:04 AM,188.106713709674,195.329422962744,152.843616090675
10*20*2018 11:19:13 AM,199.970379311184,207.412810100409,152.450284277378
10*20*2018 12:46:48 PM,213.226838866473,221.439836226984,152.061576031334
10*20*2018 2:15:50 PM,226.590765517319,235.354508667252,151.655927491828
10*20*2018 3:46:20 PM,240.398776630575,249.02681997738,151.285433588681
10*20*2018 5:18:16 PM,256.771881071859,266.274380609734,150.89898778137
10*20*2018 6:51:39 PM,277.182272050574,289.374324866597,150.465515773613
10*20*2018 8:26:28 PM,303.952529836167,318.898552384279,149.964226529504
10*20*2018 10:02:45 PM,333.09475231778,350.840938679896,149.465569104233
10*20*2018 11:40:28 PM,364.41405452168,386.485039586626,148.949752488279
10*21*2018 1:19:39 AM,397.761549554166,425.200461273938,148.455431164369
10*21*2018 3:00:16 AM,436.97752144598,470.934618380054,147.934486835832
10*21*2018 4:42:20 AM,481.796160682413,526.546712935766,147.397400002509
10*21*2018 6:25:51 AM,532.866463256416,592.559560146208,146.831138835892
10*21*2018 8:10:49 AM,589.881131657964,671.056358689378,146.262121609677
10*21*2018 9:57:14 AM,653.403704405442,761.594448657236,145.676652360505
10*21*2018 11:45:05 AM,719.2176832495,852.44968438022,145.171428269265
10*21*2018 1:34:24 PM,774.279792914637,957.749898624052,144.657011473091
10*21*2018 3:25:09 PM,807.58675715251,1064.57796947403,144.174203313907
10*21*2018 5:17:21 PM,780.738752530522,826.896447006364,143.697910353391
10*21*2018 7:11:00 PM,752.25856716854,809.229072311481,143.161206988633
10*21*2018 9:06:06 PM,734.359509276505,796.92774676747,142.579283526072
10*21*2018 11:02:39 PM,721.272594240562,786.600407145083,141.968260450317
10*22*2018 1:00:39 AM,710.711097826491,777.215425647719,141.380644463039
10*22*2018 3:00:05 AM,702.933478451501,769.046255242466,140.776367721771
10*22*2018 5:00:59 AM,696.508137289584,761.195792018823,140.184784183736
10*22*2018 7:03:19 AM,691.732475445454,754.547968949402,139.625032056699
10*22*2018 9:07:06 AM,688.147543501064,749.369531294788,139.097532636444
10*22*2018 11:12:20 AM,681.584066968514,741.947116241576,138.596718389872
10*22*2018 1:19:01 PM,674.67243078159,734.139762301984,138.139554278116
10*22*2018 3:27:09 PM,667.304358694476,725.449776611558,137.786038143026
10*22*2018 5:36:43 PM,662.775421043353,720.140807332946,137.376970885481
10*22*2018 7:47:45 PM,661.613172371866,716.715003319484,137.007022270209
10*22*2018 10:00:13 PM,660.727037995229,711.40354520575,136.667030464832
10*23*2018 12:14:08 AM,659.87300041569,702.757927703789,136.350682342039
10*23*2018 2:29:30 AM,659.180736060359,693.310411039663,136.050025702326
10*23*2018 4:46:19 AM,657.791983503264,682.483363553144,135.778301738874
10*23*2018 7:04:35 AM,656.628211273175,661.620468410358,135.533089407917
10*23*2018 9:24:18 AM,654.976462529771,384.8648960994,135.322833798744
10*23*2018 11:45:27 AM,649.869348157673,-0.231642545814637,135.083069741848
10*23*2018 2:08:04 PM,643.929177999496,-0.798299789428711,134.859985351562
pF [-],Water Content [Vol%],Weight [-]
-2,19.33,
-2,19.31,
-2,19.28,
-2,19.26,
-2,19.24,
-2,19.21,
-2,19.18,
-2,19.14,
0.126,19.11,
0.28,19.08,
0.38,19.05,
0.465,19.01,
0.515,18.97,
0.647,18.92,
0.844,18.87,
0.967,18.81,
0.991,18.75,
1.058,18.69,
1.166,18.63,
1.234,18.57,
1.257,18.51,
1.236,18.44,
1.291,18.36,
1.376,18.29,
1.405,18.22,
1.409,18.14,
1.448,18.06,
1.504,17.98,
1.54,17.89,
1.54,17.81,
1.562,17.72,
1.613,17.63,
1.64,17.54,
1.663,17.44,
1.689,17.34,
1.714,17.23,
1.739,17.12,
1.764,17.01,
1.785,16.9,
1.804,16.8,
1.826,16.69,
1.85,16.56,
1.872,16.42,
1.891,16.29,
1.909,16.16,
1.928,16.04,
1.947,15.92,
1.969,15.8,
1.995,15.66,
2.02,15.52,
2.046,15.37,
2.073,15.22,
2.099,15.07,
2.124,14.92,
2.151,14.77,
2.179,14.61,
2.211,14.44,
2.243,14.26,
2.275,14.08,
2.304,13.91,
2.332,13.76,
2.359,13.6,
2.385,13.44,
2.412,13.29,
2.443,13.13,
2.481,12.94,
2.522,12.74,
2.563,12.53,
2.603,12.33,
2.644,12.13,
2.688,11.91,
2.735,11.69,
2.783,11.46,
2.833,11.23,
2.88,11.01,
2.923,10.81,
2.96,10.61,
2.946,10.42,
2.907,10.21,
2.896,9.99,
2.889,9.75,
2.882,9.51,
2.877,9.27,
2.873,9.03,
2.869,8.8,
2.866,8.58,
2.862,8.37,
2.858,8.18,
2.853,8.02,
2.849,7.86,
2.847,7.71,
2.845,7.57,
2.843,7.43,
2.84,7.31,
2.836,7.19,
2.831,7.09,
2.776,7,
2.558,6.91,
-2,6.82,
3.92,6.27,1
3.93,6.21,1
4.39,4.05,1
5.66,1.59,1
pF [-],log 10 K [cm/d],Weight [-]
-2,-0.46,
-2,-0.36,
-2,-0.6,
-2,-0.8,
-2,-0.92,
-2,-0.94,
-2,-0.96,
-2,-1.08,
0.126,-1.13,
0.28,-1.19,
0.38,-1.23,
0.465,-1.15,
0.515,-1.18,
0.647,-1.17,
0.844,-1.17,
0.967,-1.15,
0.991,-1.24,
1.058,-1.18,
1.166,-1.23,
1.234,-1.27,
1.257,-1.24,
1.236,-1.21,
1.291,-1.25,
1.376,-1.25,
1.405,-1.26,
1.409,-1.23,
1.448,-1.3,
1.504,-1.25,
1.54,-1.26,
1.54,-1.26,
1.562,-1.27,
1.613,-1.27,
1.64,-1.25,
1.663,-1.23,
1.689,-1.2,
1.714,-1.2,
1.739,-1.21,
1.764,-1.19,
1.785,-1.24,
1.804,-1.23,
1.826,-1.21,
1.85,-1.12,
1.872,-1.13,
1.891,-1.18,
1.909,-1.2,
1.928,-1.19,
1.947,-1.24,
1.969,-1.17,
1.995,-1.18,
2.02,-1.16,
2.046,-1.15,
2.073,-1.18,
2.099,-1.21,
2.124,-1.24,
2.151,-1.27,
2.179,-1.25,
2.211,-1.29,
2.243,-1.33,
2.275,-1.39,
2.304,-1.48,
2.332,-1.53,
2.359,-1.57,
2.385,-1.63,
2.412,-1.65,
2.443,-1.71,
2.481,-1.77,
2.522,-1.88,
2.563,-1.97,
2.603,-2.1,
2.644,-2.19,
2.688,-2.3,
2.735,-2.41,
2.783,-2.55,
2.833,-2.67,
2.88,-2.85,
2.923,-2.97,
2.96,-3.15,
2.946,-3,
2.907,-2.47,
2.896,-2.5,
2.889,-2.52,
2.882,-2.56,
2.877,-2.55,
2.873,-2.56,
2.869,-2.58,
2.866,-2.6,
2.862,-2.61,
2.858,-2.65,
2.853,-2.76,
2.849,-2.69,
2.847,-2.73,
2.845,-2.74,
2.843,-2.72,
2.84,-2.66,
2.836,-2.58,
2.831,-2.29,
Water Content [Vol%],log 10 K [cm/d]
19.26,-0.46
19.24,-0.36
19.21,-0.6
19.18,-0.8
19.14,-0.92
19.11,-0.94
19.08,-0.96
19.05,-1.08
19.01,-1.13
18.97,-1.19
18.92,-1.23
18.87,-1.15
18.81,-1.18
18.75,-1.17
18.69,-1.17
18.63,-1.15
18.57,-1.24
18.51,-1.18
18.44,-1.23
18.36,-1.27
18.29,-1.24
18.22,-1.21
18.14,-1.25
18.06,-1.25
17.98,-1.26
17.89,-1.23
17.81,-1.3
17.72,-1.25
17.63,-1.26
17.54,-1.26
17.44,-1.27
17.34,-1.27
17.23,-1.25
17.12,-1.23
17.01,-1.2
16.9,-1.2
16.8,-1.21
16.69,-1.19
16.56,-1.24
16.42,-1.23
16.29,-1.21
16.16,-1.12
16.04,-1.13
15.92,-1.18
15.8,-1.2
15.66,-1.19
15.52,-1.24
15.37,-1.17
15.22,-1.18
15.07,-1.16
14.92,-1.15
14.77,-1.18
14.61,-1.21
14.44,-1.24
14.26,-1.27
14.08,-1.25
13.91,-1.29
13.76,-1.33
13.6,-1.39
13.44,-1.48
13.29,-1.53
13.13,-1.57
12.94,-1.63
12.74,-1.65
12.53,-1.71
12.33,-1.77
12.13,-1.88
11.91,-1.97
11.69,-2.1
11.46,-2.19
11.23,-2.3
11.01,-2.41
10.81,-2.55
10.61,-2.67
10.42,-2.85
10.21,-2.97
9.99,-3.15
9.75,-3
9.51,-2.47
9.27,-2.5
9.03,-2.52
8.8,-2.56
8.58,-2.55
8.37,-2.56
8.18,-2.58
8.02,-2.6
7.86,-2.61
7.71,-2.65
7.57,-2.76
7.43,-2.69
7.31,-2.73
7.19,-2.74
7.09,-2.72
7,-2.66
6.91,-2.58
6.82,-2.29
Name,Value
RMSE_TH,-
RMSE_K,-
AICc,-
